time	I(V2)	I(V3)	I(V4)	I(V5)	Ib(Q1)	Ib(Q2)	Ib(Q3)	Ib(Q4)	Ic(Q1)	Ic(Q2)	Ic(Q3)	Ic(Q4)	Ie(Q1)	Ie(Q2)	Ie(Q3)	Ie(Q4)	Ix(u1:1)	Ix(u1:2)	Ix(u1:3)	Ix(u2:ANODE)	Ix(u2:CATHODE)	Ix(u2:REF)	Ix(u3:ANODE)	Ix(u3:CATHODE)	Ix(u3:REF)	Ix(u4:ANODE)	Ix(u4:CATHODE)	Ix(u4:REF)	Ix(u5:ANODE)	Ix(u5:CATHODE)	Ix(u5:REF)
1.757617187500000e+000	1.223325e-001	-1.916078e-001	1.223325e-001	1.223325e-001	3.610810e-012	-3.016606e-003	3.610810e-012	3.610810e-012	-3.611517e-012	-3.016605e-001	-3.611517e-012	-3.611517e-012	7.070015e-016	3.046771e-001	7.070015e-016	7.070015e-016	-4.751058e-005	-1.247328e-001	1.247803e-001	-7.987819e-006	6.046123e-006	1.941697e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-7.987819e-006	6.046123e-006	1.941697e-006	-7.987819e-006	6.046123e-006	1.941697e-006
1.759570312500000e+000	1.223291e-001	-1.916079e-001	1.223291e-001	1.223291e-001	3.614359e-012	-3.016605e-003	3.614359e-012	3.614359e-012	-3.615147e-012	-3.016605e-001	-3.615147e-012	-3.615147e-012	7.884771e-016	3.046771e-001	7.884771e-016	7.884771e-016	-4.751056e-005	-1.247328e-001	1.247803e-001	-8.801517e-006	6.857627e-006	1.943890e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-8.801517e-006	6.857627e-006	1.943890e-006	-8.801517e-006	6.857627e-006	1.943890e-006
1.761523437500000e+000	1.223251e-001	-1.916079e-001	1.223251e-001	1.223251e-001	3.617777e-012	-3.016605e-003	3.617777e-012	3.617777e-012	-3.618712e-012	-3.016605e-001	-3.618712e-012	-3.618712e-012	9.354016e-016	3.046771e-001	9.354016e-016	9.354016e-016	-4.751054e-005	-1.247328e-001	1.247803e-001	-1.026706e-005	8.320976e-006	1.946087e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-1.026706e-005	8.320976e-006	1.946087e-006	-1.026706e-005	8.320976e-006	1.946087e-006
1.763476562500000e+000	1.223199e-001	-1.916079e-001	1.223199e-001	1.223199e-001	3.620957e-012	-3.016605e-003	3.620957e-012	3.620957e-012	-3.622159e-012	-3.016605e-001	-3.622159e-012	-3.622159e-012	1.201802e-015	3.046771e-001	1.201802e-015	1.201802e-015	-4.751052e-005	-1.247327e-001	1.247802e-001	-1.292248e-005	1.097420e-005	1.948285e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-1.292248e-005	1.097420e-005	1.948285e-006	-1.292248e-005	1.097420e-005	1.948285e-006
1.765429687500000e+000	1.223126e-001	-1.916079e-001	1.223126e-001	1.223126e-001	3.623701e-012	-3.016605e-003	3.623701e-012	3.623701e-012	-3.625388e-012	-3.016605e-001	-3.625388e-012	-3.625388e-012	1.687106e-015	3.046771e-001	1.687106e-015	1.687106e-015	-4.751050e-005	-1.247327e-001	1.247802e-001	-1.775773e-005	1.580724e-005	1.950485e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-1.775773e-005	1.580724e-005	1.950485e-006	-1.775773e-005	1.580724e-005	1.950485e-006
1.767382812500000e+000	1.223012e-001	-1.916079e-001	1.223012e-001	1.223012e-001	3.625645e-012	-3.016605e-003	3.625645e-012	3.625645e-012	-3.628219e-012	-3.016605e-001	-3.628219e-012	-3.628219e-012	2.574321e-015	3.046771e-001	2.574321e-015	2.574321e-015	-4.751048e-005	-1.247327e-001	1.247802e-001	-2.659437e-005	2.464168e-005	1.952687e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-2.659437e-005	2.464168e-005	1.952687e-006	-2.659437e-005	2.464168e-005	1.952687e-006
1.769335937500000e+000	1.222825e-001	-1.916079e-001	1.222825e-001	1.222825e-001	3.626120e-012	-3.016605e-003	3.626120e-012	3.626120e-012	-3.630320e-012	-3.016604e-001	-3.630320e-012	-3.630320e-012	4.199159e-015	3.046771e-001	4.199159e-015	4.199159e-015	-4.751046e-005	-1.247327e-001	1.247802e-001	-4.277178e-005	4.081689e-005	1.954891e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-4.277178e-005	4.081689e-005	1.954891e-006	-4.277178e-005	4.081689e-005	1.954891e-006
1.771289062500000e+000	1.222504e-001	-1.916079e-001	1.222504e-001	1.222504e-001	3.623915e-012	-3.016605e-003	3.623915e-012	3.623915e-012	-3.631087e-012	-3.016604e-001	-3.631087e-012	-3.631087e-012	7.171547e-015	3.046771e-001	7.171547e-015	7.171547e-015	-4.751044e-005	-1.247326e-001	1.247801e-001	-7.234893e-005	7.039183e-005	1.957097e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-7.234893e-005	7.039183e-005	1.957097e-006	-7.234893e-005	7.039183e-005	1.957097e-006
1.773242187500000e+000	1.221941e-001	-1.916080e-001	1.221941e-001	1.221941e-001	3.616878e-012	-3.016604e-003	3.616878e-012	3.616878e-012	-3.629456e-012	-3.016604e-001	-3.629456e-012	-3.629456e-012	1.257788e-014	3.046770e-001	1.257788e-014	1.257788e-014	-4.751041e-005	-1.247326e-001	1.247801e-001	-1.260843e-004	1.241250e-004	1.959303e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-1.260843e-004	1.241250e-004	1.959303e-006	-1.260843e-004	1.241250e-004	1.959303e-006
1.775195312500000e+000	1.220953e-001	-1.916080e-001	1.220953e-001	1.220953e-001	3.601340e-012	-3.016604e-003	3.601340e-012	3.601340e-012	-3.623627e-012	-3.016604e-001	-3.623627e-012	-3.623627e-012	2.228684e-014	3.046770e-001	2.228684e-014	2.228684e-014	-4.751040e-005	-1.247326e-001	1.247801e-001	-2.223208e-004	2.203593e-004	1.961511e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-2.223208e-004	2.203593e-004	1.961511e-006	-2.223208e-004	2.203593e-004	1.961511e-006
1.777148437500000e+000	1.219249e-001	-1.916080e-001	1.219249e-001	1.219249e-001	3.571468e-012	-3.016604e-003	3.571468e-012	3.571468e-012	-3.610837e-012	-3.016604e-001	-3.610837e-012	-3.610837e-012	3.936884e-014	3.046770e-001	3.936884e-014	3.936884e-014	-4.751037e-005	-1.247325e-001	1.247801e-001	-3.902051e-004	3.882414e-004	1.963718e-006	-1.223761e-002	1.223563e-002	1.985874e-006	-3.902051e-004	3.882414e-004	1.963718e-006	-3.902051e-004	3.882414e-004	1.963718e-006
1.779101562500000e+000	1.216415e-001	-1.916080e-001	1.216415e-001	1.216415e-001	3.518984e-012	-3.016604e-003	3.518984e-012	3.518984e-012	-3.588084e-012	-3.016604e-001	-3.588084e-012	-3.588084e-012	6.909978e-014	3.046770e-001	6.909978e-014	6.909978e-014	-4.751035e-005	-1.247325e-001	1.247800e-001	-6.710709e-004	6.691050e-004	1.965926e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-6.710709e-004	6.691050e-004	1.965926e-006	-6.710709e-004	6.691050e-004	1.965926e-006
1.781054687500000e+000	1.211958e-001	-1.916080e-001	1.211958e-001	1.211958e-001	3.433847e-012	-3.016604e-003	3.433847e-012	3.433847e-012	-3.566662e-012	-3.016604e-001	-3.566662e-012	-3.566662e-012	1.328154e-013	3.046770e-001	1.328154e-013	1.328154e-013	-4.751033e-005	-1.247325e-001	1.247800e-001	-1.114309e-003	1.112341e-003	1.968132e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.114309e-003	1.112341e-003	1.968132e-006	-1.114309e-003	1.112341e-003	1.968132e-006
1.783007812500000e+000	1.205417e-001	-1.916080e-001	1.205417e-001	1.205417e-001	3.301475e-012	-3.016604e-003	3.301475e-012	3.301475e-012	-4.081120e-012	-3.016604e-001	-4.081120e-012	-4.081120e-012	7.796452e-013	3.046770e-001	7.796452e-013	7.796452e-013	-4.751031e-005	-1.247325e-001	1.247800e-001	-1.765865e-003	1.763895e-003	1.970338e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.765865e-003	1.763895e-003	1.970338e-006	-1.765865e-003	1.763895e-003	1.970338e-006
1.784960937500000e+000	1.196510e-001	-1.916080e-001	1.196510e-001	1.196510e-001	2.674632e-012	-3.016604e-003	2.674632e-012	2.674632e-012	-4.928606e-011	-3.016604e-001	-4.928606e-011	-4.928606e-011	4.661143e-011	3.046769e-001	4.661143e-011	4.661143e-011	-4.751029e-005	-1.247324e-001	1.247800e-001	-2.654043e-003	2.652071e-003	1.972540e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-2.654043e-003	2.652071e-003	1.972540e-006	-2.654043e-003	2.652071e-003	1.972540e-006
1.786914062500000e+000	1.185206e-001	-1.916080e-001	1.185206e-001	1.185206e-001	-8.296169e-011	-3.016603e-003	-8.296169e-011	-8.296169e-011	-8.590622e-009	-3.016604e-001	-8.590622e-009	-8.590622e-009	8.673584e-009	3.046769e-001	8.673584e-009	8.673584e-009	-4.751027e-005	-1.247324e-001	1.247799e-001	-3.781880e-003	3.779905e-003	1.974740e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-3.781880e-003	3.779905e-003	1.974740e-006	-3.781880e-003	3.779905e-003	1.974740e-006
1.788867187500000e+000	1.171661e-001	-1.916080e-001	1.171661e-001	1.171661e-001	-3.383232e-008	-3.016603e-003	-3.383232e-008	-3.383232e-008	-3.383500e-006	-3.016603e-001	-3.383500e-006	-3.383500e-006	3.417332e-006	3.046769e-001	3.417332e-006	3.417332e-006	-4.751025e-005	-1.247324e-001	1.247799e-001	-5.130530e-003	5.128553e-003	1.976938e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-5.130530e-003	5.128553e-003	1.976938e-006	-5.130530e-003	5.128553e-003	1.976938e-006
1.790820312500000e+000	1.141000e-001	-1.916081e-001	1.141000e-001	1.141000e-001	-1.542775e-005	-3.016603e-003	-1.542775e-005	-1.542775e-005	-1.542776e-003	-3.016603e-001	-1.542776e-003	-1.542776e-003	1.558203e-003	3.046769e-001	1.558203e-003	1.558203e-003	-4.751023e-005	-1.247324e-001	1.247799e-001	-6.654698e-003	6.652719e-003	1.979116e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-6.654698e-003	6.652719e-003	1.979116e-006	-6.654698e-003	6.652719e-003	1.979116e-006
1.792773437500000e+000	9.441431e-002	-1.916081e-001	9.441431e-002	9.441431e-002	-1.971184e-004	-3.016603e-003	-1.971184e-004	-1.971184e-004	-1.971184e-002	-3.016603e-001	-1.971184e-002	-1.971184e-002	1.990896e-002	3.046769e-001	1.990896e-002	1.990896e-002	-4.751021e-005	-1.247323e-001	1.247799e-001	-8.169107e-003	8.167126e-003	1.981095e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-8.169107e-003	8.167126e-003	1.981095e-006	-8.169107e-003	8.167126e-003	1.981095e-006
1.794726562500000e+000	4.070715e-002	-1.916081e-001	4.070715e-002	4.070715e-002	-7.213666e-004	-3.016603e-003	-7.213666e-004	-7.213666e-004	-7.213666e-002	-3.016603e-001	-7.213666e-002	-7.213666e-002	7.285803e-002	3.046769e-001	7.285803e-002	7.285803e-002	-4.751020e-005	-1.247323e-001	1.247798e-001	-9.449650e-003	9.447668e-003	1.982668e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-9.449650e-003	9.447668e-003	1.982668e-006	-9.449650e-003	9.447668e-003	1.982668e-006
1.796679687500000e+000	-3.900212e-002	-1.916081e-001	-3.900212e-002	-3.900212e-002	-1.507695e-003	-3.016603e-003	-1.507695e-003	-1.507695e-003	-1.507695e-001	-3.016603e-001	-1.507695e-001	-1.507695e-001	1.522772e-001	3.046769e-001	1.522772e-001	1.522772e-001	-4.751019e-005	-1.247323e-001	1.247798e-001	-1.052467e-002	1.052268e-002	1.983931e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.052467e-002	1.052268e-002	1.983931e-006	-1.052467e-002	1.052268e-002	1.983931e-006
1.798632812500000e+000	-1.276499e-001	-1.916081e-001	-1.276499e-001	-1.276499e-001	-2.384037e-003	-3.016603e-003	-2.384037e-003	-2.384037e-003	-2.384037e-001	-3.016603e-001	-2.384037e-001	-2.384037e-001	2.407877e-001	3.046769e-001	2.407877e-001	2.407877e-001	-4.751018e-005	-1.247323e-001	1.247798e-001	-1.153688e-002	1.153489e-002	1.985088e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.153688e-002	1.153489e-002	1.985088e-006	-1.153688e-002	1.153489e-002	1.985088e-006
1.800000000000000e+000	-1.915555e-001	-1.916080e-001	-1.915555e-001	-1.915555e-001	-3.016082e-003	-3.016601e-003	-3.016082e-003	-3.016082e-003	-3.016082e-001	-3.016601e-001	-3.016082e-001	-3.016082e-001	3.046243e-001	3.046767e-001	3.046243e-001	3.046243e-001	-4.751017e-005	-1.247323e-001	1.247798e-001	-1.223705e-002	1.223506e-002	1.985875e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.223705e-002	1.223506e-002	1.985875e-006	-1.223705e-002	1.223506e-002	1.985875e-006
1.998632812500000e+000	-1.916081e-001	-1.916081e-001	-1.916081e-001	-1.916081e-001	-3.016603e-003	-3.016603e-003	-3.016603e-003	-3.016603e-003	-3.016603e-001	-3.016603e-001	-3.016603e-001	-3.016603e-001	3.046769e-001	3.046769e-001	3.046769e-001	3.046769e-001	-4.751017e-005	-1.247323e-001	1.247798e-001	-1.223761e-002	1.223562e-002	1.985874e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.223761e-002	1.223562e-002	1.985874e-006
2.000000000000000e+000	-1.916081e-001	-1.916081e-001	-1.916081e-001	-1.916081e-001	-3.016603e-003	-3.016603e-003	-3.016603e-003	-3.016603e-003	-3.016603e-001	-3.016603e-001	-3.016603e-001	-3.016603e-001	3.046769e-001	3.046769e-001	3.046769e-001	3.046769e-001	-4.751017e-005	-1.247323e-001	1.247798e-001	-1.223761e-002	1.223562e-002	1.985874e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.223761e-002	1.223562e-002	1.985874e-006	-1.223761e-002	1.223562e-002	1.985874e-006
